"text","source","url"
"Allahabad HC quashes case against two students booked for reading namaz at restricted site A court in Sant Kabir Nagar had taken cognisance of the alleged offences and issued a summoning order against the two students in May 2019","The Hindu","https://www.thehindu.com/news/national/allahabad-hc-quashes-case-against-two-students-booked-for-reading-namaz-at-restricted-site/article70658839.ece"
"Simultaneous elections are essential to become a developed nation by 2047: Chaudhary Electoral reform is needed, and simultaneous polls is an issue of national interest, says the chairperson of the Joint Parliamentary Committee examining the Bill on concurrent elections; political ideologies, the BJP MP adds, will have to be set aside for it, and it is not a reform that the BJP alone is pushing for","The Hindu","https://www.thehindu.com/news/national/simultaneous-elections-are-essential-to-become-a-developed-nation-by-2047-chaudhary/article70656492.ece"
"In Hyderabad, Palate by Design brings together architects and chefs The debut festival presents immersive culinary environments","The Hindu","https://www.thehindu.com/life-and-style/in-hyderabad-palate-by-design-brings-together-architects-and-chefs/article70638549.ece"
"Morning Digest: Trump signs 10% global tariff order after U.S. top court rebuke; Amid SIR, Home Ministry notifies another panel to clear pending CAA applications in Bengal, and more Here is a select list of stories to start the day","The Hindu","https://www.thehindu.com/news/morning-digest-on-february-21-2026/article70658750.ece"
"U.S. partners that struck deals with Trump now face 10% tariff, says White House ""This is, however, only temporary as the administration will be pursuing other legal authorities to implement more appropriate or pre-negotiated tariff rates,"" a White House official said","The Hindu","https://www.thehindu.com/news/international/trump-signs-global-10-percent-tariff-order-white-house/article70658779.ece"
"U.S. makes plans to reopen embassy in Syria after 14 years A notice to congressional committees obtained by The Associated Press, informed lawmakers of the State Department's “intent to implement a phased approach to potentially resume embassy operations in Syria”","The Hindu","https://www.thehindu.com/news/international/us-makes-plans-to-reopen-embassy-in-syria-after-14-years/article70658774.ece"
"Israeli strikes in Lebanon kill at least 12 people, intensifying rising regional tensions Israel said it had hit “command centers” of the Lebanese militant group Hezbollah in Bekaa Valley. There was no immediate statement from Hezbollah","The Hindu","https://www.thehindu.com/news/international/israeli-strikes-in-lebanon-kill-at-least-12-people-intensifying-rising-regional-tensions/article70658760.ece"
"Saisudha Acharya: ‘The discipline of history isn’t as easy as people make it out to be’ Bengaluru-based writer Saisudha Acharya on the genesis of her History Unpacked book series, how children enjoy a blend of fact and humour and why understanding historical method is so important","The Hindu","https://www.thehindu.com/news/cities/bangalore/saisudha-acharya-the-discipline-of-history-isnt-as-easy-as-people-make-it-out-to-be/article70654948.ece"
"U.S. trade partners cautiously welcome tariff ruling soon after the decision was announced, U.S. President Donald Trump vowed to impose a 10% tariff on all imports into the United States under a separate authority","The Hindu","https://www.thehindu.com/news/international/us-trade-partners-cautiously-welcome-tariff-ruling/article70657902.ece"
"Why the Strait of Hormuz remains central to global energy security As Iran launches fresh military exercises in the corridor to prepare for ‘potential security threats’, attention has once again shifted to the world’s most critical energy chokepoint that carries almost 20% of global petroleum; any disruption here could jolt energy prices and economies, including India’s","The Hindu","https://www.thehindu.com/news/international/why-the-strait-of-hormuz-remains-central-to-global-energy-security/article70656443.ece"
"What are Section 122, 301 and 232 tariffs Trump is considering? Section 122 of the Trade Act of 1974 permits the U.S. President to impose tariffs of up to 15% on a country to address “a large and serious United States balance-of-payments deficit”","The Hindu","https://www.thehindu.com/news/international/what-are-section-122-301-and-232-tariffs-trump-is-considering/article70657911.ece"
"Maharashtra’s Ladki Bahin Yojana: Waiting for ₹1,500 The Mukhyamantri Majhi Ladki Bahin Yojana was rolled out ahead of the Maharashtra Assembly elections in mid-2024. It assured women between the ages of 21 and 65 a monthly stipend of ₹1,500, and the first tranche of payouts were made. After the Mahayuti government returned to power, it introduced mandatory e-KYC verification, which led to a reduction in the number of eligible beneficiaries, reports Vinaya Deshpande Pandit","The Hindu","https://www.thehindu.com/news/national/maharashtra/maharashtras-ladki-bahin-yojana-waiting-for-1500/article70657324.ece"
"‘They’ll be paying tariffs, and we will not be paying tariffs’: Trump says no changes to India-U.S. deal post court ruling Donald Trump claimed, as he has done before on multiple occasions, that he stopped the “war” (in May 2025) between India and Pakistan “largely” by threatening each country with 200% tariffs","The Hindu","https://www.thehindu.com/news/international/theyll-be-paying-tariffs-and-we-will-not-be-paying-tariffs-trump-says-no-changes-to-india-us-deal-post-court-ruling/article70657726.ece"
"CPI(M)’s Md Salim says there is no lobby in the party as estranged leader Pratik Ur Rahaman raises questions about lobbying and favouritism The senior CPI(M) leader avoided any direct questions about the estranged leader amid the political buzz of Rahaman joining the ruling Trinamool Congress","The Hindu","https://www.thehindu.com/news/national/west-bengal/cpims-md-salim-saysthere-is-no-lobby-in-the-partyas-estranged-leader-pratik-ur-rahaman-raises-questions-about-lobbying-andfavouritism/article70656542.ece"
"Haryana Governor Ghosh says crimes against women decreased by 16% in 2025 The Governor said that the crime against women in respect of the Scheduled Castes has been declining for the last 4-5 years","The Hindu","https://www.thehindu.com/news/national/haryana/haryana-governor-ghosh-says-crimes-against-women-decreased-by-16-in-2025/article70656590.ece"
"MNS Chief Raj Thackeray stresses need for constructive Opposition, reaches out to ruling dispensation Raj Thackeray, who met the Shiv Sena leader a day earlier, said his outreach was driven purely by civic concerns and not political realignment","The Hindu","https://www.thehindu.com/news/national/maharashtra/mns-chief-raj-thackeray-stresses-need-for-constructive-opposition-reaches-out-to-ruling-dispensation/article70656858.ece"
"U.P. court sentences ex-junior engineer, wife to death for sexual exploitation of 33 children The POCSO court termed the crimes as ""rarest of rare"" and held Ram Bhawan and his wife Durgawati guilty of systematically abusing children between 2010 and 2020","The Hindu","https://www.thehindu.com/news/national/uttar-pradesh/up-court-sentences-ex-junior-engineer-wife-to-death-for-sexual-exploitation-of-33-children/article70657750.ece"
"Epstein row: U.K. government considers removing former prince Andrew from line of succession Amid a torrent of often tawdry revelations from the files of late U.S. sex offender Jeffrey Epstein, King Charles III has already stripped his younger brother of all his titles and ousted him from his home in Windsor","The Hindu","https://www.thehindu.com/news/international/uk-government-considers-removing-former-prince-andrew-from-line-of-succession-amid-epstein-row/article70657745.ece"
"Have done more work in 1 year than AAP did in 10 years: CM Delhi CM Gupta highlights Yamuna rejuvenation, infrastructure upgrades and improved air quality as key first-year achievements","The Hindu","https://www.thehindu.com/news/cities/Delhi/have-done-more-work-in-1-year-than-aap-did-in-10-years-cm/article70657740.ece"
"Amid SIR exercise, Home Ministry notifies another panel to clear pending CAA applications in West Bengal “This is an additional committee that will process and fast-track CAA applications in the State,” says a government source; many applications have come from Matuas","The Hindu","https://www.thehindu.com/news/national/west-bengal/amid-sir-exercise-home-ministry-notifies-another-panel-to-clear-pending-caa-applications-in-west-bengal-primarily-by-matuas/article70657670.ece"
"Music festival pays tributes to saint Thyagaraja More than 200 artists are participating in the event. Sunday will see a ceremonial procession being taken out at 8 a.m., followed by rendering of the famed ‘Pancharatna Kritis’","The Hindu","https://www.thehindu.com/news/national/andhra-pradesh/music-festival-pays-tributes-to-saint-thyagaraja/article70656618.ece"
